departamento,fecha,precip_mm,temp_celsius
Huila,2020-12-28,12.7080296661355,17.50315039752151
Huila,2020-12-29,4.3088454266818434,17.907534183728863
Huila,2020-12-30,7.564361616379245,18.061462682922443
Huila,2020-12-31,0.804758175098348,18.33231770116389
Huila,2021-01-01,2.329099933905595,18.423409267148376
Huila,2021-01-02,1.2242512887592365,18.312019519119083
Huila,2021-01-03,21.75618417263415,18.18601651781505
Huila,2021-01-04,7.261091419545854,18.377038002579017
Huila,2021-01-05,4.870638869308056,17.724631071670352
Huila,2021-01-06,3.521468176728088,17.620661077803366
Huila,2021-01-07,4.911784246388415,17.681945225341885
Huila,2021-01-08,8.966646930816863,17.36540834409859
Huila,2021-01-09,0.7787417670462117,17.186251433960003
Huila,2021-01-10,0.0708250586436881,17.619179729450565
Huila,2021-01-11,2.330170082798581,17.610289056547362
Huila,2021-01-12,1.4998324956458418,18.18081500446464
Huila,2021-01-13,0.0003759770408919607,18.569401716393617
Huila,2021-01-14,0.0109903174670502,18.50712481954497
Huila,2021-01-15,0.0,18.76114068093028
Huila,2021-01-16,0.2463772158771681,18.81229880040416
Huila,2021-01-17,0.0645537708066622,18.759663705683064
Huila,2021-01-18,0.3831425393169563,18.657129564269724
Huila,2021-01-19,0.1144934586572208,18.93804061707017
Huila,2021-01-20,0.0,18.559955846181406
Huila,2021-01-21,0.0250139227529199,18.28528924169339
Huila,2021-01-22,12.466240152957637,18.58994139264728
Huila,2021-01-23,0.3373984066934838,17.86587989118938
Huila,2021-01-24,1.6891374454849144,17.999870204860418
Huila,2021-01-25,1.4950711414156987,18.27459063310667
Huila,2021-01-26,5.722912746316584,18.526533186621624
Huila,2021-01-27,0.4847869708886388,18.99622496891098
Huila,2021-01-28,0.9238146933697274,18.86166515753609
Huila,2021-01-29,0.4239377469062814,19.47658340732321
Huila,2021-01-30,0.843257337282023,19.156571328813584
Huila,2021-01-31,0.0,18.392016190446373
Huila,2021-02-01,0.0,19.22021769530556
Huila,2021-02-02,0.0,19.536978418886196
Huila,2021-02-03,0.0001838992165094356,19.614445686154717
Huila,2021-02-04,0.2781727272774696,19.502998672521404
Huila,2021-02-05,0.9264303734155388,19.33345216666302
Huila,2021-02-06,1.2662099473960178,19.399011408718675
Huila,2021-02-07,0.0527017434516423,19.66856016484634
Huila,2021-02-08,2.9788542258239,19.761931256143427
Huila,2021-02-09,7.462886880431687,19.084665469831425
Huila,2021-02-10,21.601046213512756,18.915406215630103
Huila,2021-02-11,4.409911697241972,19.00205198166592
Huila,2021-02-12,0.200070890284387,19.120194260515373
Huila,2021-02-13,0.3464348794485468,19.32479226947595
Huila,2021-02-14,0.0160811149924826,19.33858790237587
Huila,2021-02-15,22.1889716619796,18.907228812951036
Huila,2021-02-16,13.74198725148337,18.590732213531627
Huila,2021-02-17,0.5905704545671421,18.930576499268664
Huila,2021-02-18,2.2258312763932087,18.43135163511253
Huila,2021-02-19,27.310400697706097,18.13808190466096
Huila,2021-02-20,13.337640302334234,18.370996533114447
Huila,2021-02-21,5.258714969513133,17.938873490546502
Huila,2021-02-22,7.62782896699062,17.580541265940752
Huila,2021-02-23,1.6081534057212918,18.44591620859716
Huila,2021-02-24,12.478711388488652,18.29616238885408
Huila,2021-02-25,4.950612289870111,18.67336055702458
Huila,2021-02-26,0.887621945052085,18.853443585424447
Huila,2021-02-27,0.7236909268824514,18.633246654147072
Huila,2021-02-28,0.0816620402115758,18.561305610584267
Huila,2021-03-01,15.922042591823825,18.01398305593363
Huila,2021-03-02,9.090060561970246,17.618217353080677
Huila,2021-03-03,0.4409147900432968,17.86144447811686
Huila,2021-03-04,1.215760519448034,17.802957629100955
Huila,2021-03-05,1.1512069770146265,17.85116011827385
Huila,2021-03-06,1.057111114161404,18.52690922077389
Huila,2021-03-07,0.5946840619735884,17.95303582695077
Huila,2021-03-08,23.884731191198014,17.297856616644093
Huila,2021-03-09,1.5032275990188455,18.32354944713402
Huila,2021-03-10,26.00250728384479,17.98678773601673
Huila,2021-03-11,9.626770196259024,17.215133452041766
Huila,2021-03-12,8.063208113498558,16.945263400862544
Huila,2021-03-13,13.962265153425164,16.725420803938956
Huila,2021-03-14,2.159967760077089,17.385707281246624
Huila,2021-03-15,19.93440708329397,17.320995589902868
Huila,2021-03-16,19.079522282437587,17.11875509398866
Huila,2021-03-17,11.392156786449402,17.815490924359455
Huila,2021-03-18,9.09359065516845,17.15260547589677
Huila,2021-03-19,7.339212935660368,17.69081544066612
Huila,2021-03-20,8.275448714802984,17.978694248620148
Huila,2021-03-21,4.035283990690257,17.877980767869193
Huila,2021-03-22,3.5958716406991797,17.600309552481068
Huila,2021-03-23,1.5624687501964216,18.405892418591662
Huila,2021-03-24,17.301331900572396,17.744606075645137
Huila,2021-03-25,0.1522549299720805,18.163649080210995
Huila,2021-03-26,4.599087107345884,18.533800475175937
Huila,2021-03-27,15.206055853901852,17.444777113578063
Huila,2021-03-28,1.1839257127998484,18.14463684161184
Huila,2021-03-29,1.313372385754553,18.25489496105205
Huila,2021-03-30,0.0466807016575377,17.935167222403095
Huila,2021-03-31,0.0658976193827978,17.59872338641237
Huila,2021-04-01,1.574533764960346,18.16595191687783
Huila,2021-04-02,4.9016668520314175,18.36832928092431
Huila,2021-04-03,2.28502165194389,17.8425603329616
Huila,2021-04-04,22.114928613769184,17.41255884805055
Huila,2021-04-05,1.6032658271720004,17.87732759771031
Huila,2021-04-06,1.186243898760051,17.634880388955903
Huila,2021-04-07,2.0277432283489785,17.898493334146675
Huila,2021-04-08,0.0,18.423071782166524
Huila,2021-04-09,1.0478536065437838,17.718268084430825
Huila,2021-04-10,1.761153189431099,18.136761522535046
Huila,2021-04-11,2.696938639097897,18.161250324853206
Huila,2021-04-12,24.67119689735711,17.405211166238434
Huila,2021-04-13,0.1317537357764807,17.63334870118939
Huila,2021-04-14,4.522738263954677,17.968602432957535
Huila,2021-04-15,4.272158077003303,17.613130436305827
Huila,2021-04-16,0.6458345974134763,17.99973995966059
Huila,2021-04-17,14.907942118662486,17.90325304178977
Huila,2021-04-18,1.4784846669002527,18.53251811560721
Huila,2021-04-19,12.766364585007295,18.326362156667084
Huila,2021-04-20,0.2038357824184673,18.29349316367136
Huila,2021-04-21,0.8832430997553494,18.468534293282104
Huila,2021-04-22,0.1802482974507956,18.739850878557057
Huila,2021-04-23,0.2359442972672304,18.47972031209198
Huila,2021-04-24,5.557826515197667,18.85799644829483
Huila,2021-04-25,13.499790911530887,18.454619342100717
Huila,2021-04-26,11.966443508181465,18.83348223567395
Huila,2021-04-27,16.021587646585786,17.95119079787646
Huila,2021-04-28,10.75279068832141,17.836690118647553
Huila,2021-04-29,6.123673653625403,17.923350801626132
Huila,2021-04-30,13.534992868644249,16.666212262955465
Huila,2021-05-01,8.456160885598752,17.27667364664875
Huila,2021-05-02,14.726506870307574,17.309284417398388
Huila,2021-05-03,18.76015766595979,16.935318335871507
Huila,2021-05-04,1.9950716641181063,17.098946107943913
Huila,2021-05-05,2.697022326865385,17.335156317950638
Huila,2021-05-06,19.443346314503007,17.695618743771707
Huila,2021-05-07,12.992650180352904,17.576595577179912
Huila,2021-05-08,10.724048645133545,17.31499081202625
Huila,2021-05-09,0.4298857183216435,17.289662638070226
Huila,2021-05-10,0.4605676563280684,16.415758530463787
Huila,2021-05-11,0.0,16.621551997225524
Huila,2021-05-12,0.0,17.295968994501177
Huila,2021-05-13,0.9304833996000058,17.999574641775006
Huila,2021-05-14,1.5858677359860016,17.99886307576653
Huila,2021-05-15,7.892032813053352,17.99452113091342
Huila,2021-05-16,4.678948874593116,18.00694205912183
Huila,2021-05-17,20.10999563819045,17.62654986474256
Huila,2021-05-18,2.022696061693982,17.327737958979625
Huila,2021-05-19,0.0,17.517866016816214
Huila,2021-05-20,0.1351433706354655,18.130889384599623
Huila,2021-05-21,0.0062569482065207,18.43138864939082
Huila,2021-05-22,4.453037313771224,18.701681349017885
Huila,2021-05-23,2.1550894514496304,18.412972788836324
Huila,2021-05-24,0.9533967290025248,18.29172676826444
Huila,2021-05-25,0.3946429707476372,18.29342576555174
Huila,2021-05-26,0.4554119893257607,17.986014568860288
Huila,2021-05-27,0.0,18.000144009099337
Huila,2021-05-28,0.1865670642384588,18.42561402282257
Huila,2021-05-29,9.137202427857384,18.350976634779496
Huila,2021-05-30,3.4497985178443957,18.043181899233257
Huila,2021-05-31,7.224416660406245,18.10682972205789
Huila,2021-06-01,3.0186367423768448,18.08153488438189
Huila,2021-06-02,0.2395277979773665,18.415534209818038
