departamento,fecha,precip_mm
Sucre,2019-01-22,0.0
Tolima,2019-01-22,0.0
Valle Del Cauca,2019-01-22,0.0
Vaupes,2019-01-22,13.990454645021002
Vichada,2019-01-22,0.5603147039693647
Amazonas,2019-01-23,15.062065081250527
Antioquia,2019-01-23,0.1873137446210221
Arauca,2019-01-23,0.0
Atlantico,2019-01-23,0.0
Bolivar,2019-01-23,0.022910592605170626
Boyaca,2019-01-23,0.0
Buenaventura,2019-01-23,0.0
Caldas,2019-01-23,0.0
Caqueta,2019-01-23,5.917127931965291
Casanare,2019-01-23,0.003248041556440884
Cauca,2019-01-23,2.1929380233430105
Cesar,2019-01-23,0.0
Choco,2019-01-23,2.5440966441508035
Cordoba,2019-01-23,0.0
Cundinamarca,2019-01-23,0.0
Guainia,2019-01-23,2.6622047397922683
Guajira,2019-01-23,0.0
Guaviare,2019-01-23,1.0706889476411008
Huila,2019-01-23,1.2175900273339184
Magdalena,2019-01-23,0.0
Meta,2019-01-23,0.002115868708230984
Narino,2019-01-23,0.0528577519320401
Norte De Santander,2019-01-23,0.0
Putumayo,2019-01-23,9.932359868222406
Quindio,2019-01-23,0.0
Risaralda,2019-01-23,0.0
San Andres Y Providencia,2019-01-23,
Santander,2019-01-23,0.0
Sucre,2019-01-23,0.0
Tolima,2019-01-23,0.0
Valle Del Cauca,2019-01-23,0.0
Vaupes,2019-01-23,8.936927396766425
Vichada,2019-01-23,0.01651217085344468
Amazonas,2019-01-24,24.107333475638306
Antioquia,2019-01-24,0.01093114459857861
Arauca,2019-01-24,0.0
Atlantico,2019-01-24,0.0
Bolivar,2019-01-24,0.0
Boyaca,2019-01-24,0.0
Buenaventura,2019-01-24,0.0
Caldas,2019-01-24,0.0
Caqueta,2019-01-24,9.25062849960649
Casanare,2019-01-24,0.0
Cauca,2019-01-24,0.13962579531032063
Cesar,2019-01-24,0.11282606828926477
Choco,2019-01-24,0.043442613008616925
Cordoba,2019-01-24,0.0
Cundinamarca,2019-01-24,0.0
Guainia,2019-01-24,0.757252122075959
Guajira,2019-01-24,0.0
Guaviare,2019-01-24,1.5094772306263142
Huila,2019-01-24,0.49247175485998296
Magdalena,2019-01-24,0.016056656060861922
Meta,2019-01-24,0.6597890516473807
Narino,2019-01-24,0.006656517755816533
Norte De Santander,2019-01-24,0.0
Putumayo,2019-01-24,8.58467952231794
Quindio,2019-01-24,0.0
Risaralda,2019-01-24,0.0
San Andres Y Providencia,2019-01-24,
Santander,2019-01-24,0.0
Sucre,2019-01-24,0.0
Tolima,2019-01-24,0.0
Valle Del Cauca,2019-01-24,0.0
Vaupes,2019-01-24,4.205119163232909
Vichada,2019-01-24,0.0797928737592464
Amazonas,2019-01-25,6.882716095030371
Antioquia,2019-01-25,4.033014062991987
Arauca,2019-01-25,0.6957140130733496
Atlantico,2019-01-25,0.0
Bolivar,2019-01-25,0.127136556859235
Boyaca,2019-01-25,0.4976397992979419
Buenaventura,2019-01-25,0.0
Caldas,2019-01-25,2.0671463350071497
Caqueta,2019-01-25,3.597559464465207
Casanare,2019-01-25,0.008929347082656032
Cauca,2019-01-25,0.14182817098635966
Cesar,2019-01-25,0.0
Choco,2019-01-25,25.934391051004905
